#languageTag	#level	#worksheet	#problemNo	#sequenceType	#voiceSource	#problemSentence	#exampleNumber1	#exampleNumber2	#exampleNumber3	#exampleNumber4	#exampleWord1	#exampleWord2	#exampleWord3	#exampleWord4	#rightFormula	#rightAnswer	#objectValueA	#objectValueB	#objectValueC	#objectValueD	#equationValueA	#equationValueB	#equationSign	#equationUnknown	#objectSourceA	#objectSourceB	#objectSourceC	#objectSourceD
en-US	2	3	5	4	"पुस्तकालय मे स्कूल कार्यालय की तुलना मे 5 अधिक टेबल है। स्कूल के कार्यालय मे 2 टेबल है। पुस्तकालय मे कितने टेबल है?"	لائبریری میں سکول آفس کی تُلْنا میں 5 زیادہ ٹیبلز ہیں . اگر سکول آفس میں 2 ٹیبل ہیں تو لائبریری میں کتنی ٹیبل ہیں ؟	5	7	9	11	tables	tables	tables	tables	2 + 5 = <7>	2	7	2	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	3	1	1	2	"एक शाखा पर 4 पक्षी बैठे है। 1 उड़ गया। शाखा पर कितने पक्षी बचे है?"	پیڑ کی ڈال پر 4 پرندے بیٹھے ہیں. 1 اُڑ گیا. ڈال پر اب کتنے پرندے ہیں؟	2	3	4	5	birds	birds	birds	birds	4 - 1 = <3>	2	4	1	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	3	1	2	2	"आसमान मे 9 पतंगे उड़ रही है। एक हवा 3 पतंगों को जमीन पर गिरा देती है। कितनी पतंगे अभी भी आसमान मे उड़ रही है?"	آسمان میں 9 پتنگیں اُڑ رہی ہیں. اک ہوا کا جھکا 3 پتنگوں کو زمین پر گرا دیتا ہے. اب آسمان میں کتنی پتنگیں اُڑ رہی ہیں؟	5	6	7	8	kites	kites	kites	kites	9 - 3 = <6>	2	9	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	3	1	3	2	"5 एपल्स टेबल पर है। सलमान 2 एपल्स खाता है। टेबल पर कितने एपल्स बचे है?"	ٹیبل پر 5 سیب رکھے ہیں . سام 2 سیب کھا لیتا ہے . ٹیبل پر اب کتنے سب بچے ہیں ؟	2	3	4	5	apples	apples	apples	apples	5 - 2  = <3>	2	5	2	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	3	1	4	2	"हैना 8 रोटियाँ बनाती है। वह अपने भाई को 3 रोटियाँ देती है। उसके पास कितनी रोटियाँ बची है?"	حنا 8 روٹیاں بناتی ہیں . وہ اپنے کزن کو 3 روٹیاں دیتی ہے . اب اسکے پاس کتنی روٹیاں بچی ہیں ؟	8	7	6	5	rotis	rotis	rotis	rotis	8 - 3 = <5>	4	8	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	3	1	5	2	"सबरीना 4 कगन बनाती है। वह उनमे से 2 अपने दोस्त को देती है। सबरीना के पास कितने कगन बचे है?"	سبرینا 4 کنگن بناتی ہے. وہ اُن میں سے 2 کنگن اپنے دوست کو دیتی ہے. اب اسکے پاس کتنے کنگن بچے ہیں؟	1	2	3	4	bracelet	bracelets	bracelets	bracelets	4 - 2 = <2>	2	4	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	3	2	1	2	"अनम के पास 7 बिस्कुट हैं। वह उनमें से 2 खाती है। उसके पास कितनी बिस्कुट बची हैं?"	انم كے پاس 7 بسکٹ ہیں . وہ اس میں سے 2 کھا لیتی ہے. اب اسکے پاس کتنے بسکٹ بچے ہیں؟	3	4	5	6	biscuits	biscuits	biscuits	biscuits	7 - 2 = <5>	3	7	2	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	3	2	2	2	"हैना 8 रोटियाँ बनाती है। वह अपने भाई को 3 रोटियाँ देती है। उसके पास कितनी रोटियाँ बची है?"	حنا 8 روٹیاں بناتی ہیں . وہ اپنے کزن کو 3 روٹیاں دیتی ہے . اب اسکے پاس کتنی روٹیاں بچی ہیں ؟	8	7	6	5	rotis	rotis	rotis	rotis	8 - 3 = <5>	4	8	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	3	2	3	2	"मिल्ली के 9 कगन है। वह उनमे से 2 खो देती है। मिल्ली के पास अभ कितने कगन बचे है?"	مینا ز كے پاس 9 کنگن ہیں . وہ اس میں سے 2 کھو دیتی ہے . مینا ز كے پاس اب کتنے کنگن بچے ہیں ؟	9	7	5	3	bracelets	bracelets	bracelets	bracelets	9 - 2 = <7>	2	9	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	3	2	4	2	"आसमान मे 9 पतंगे उड़ रही है। एक हवा 3 पतंगों को जमीन पर गिरा देती है। कितनी पतंगे अभी भी आसमान मे उड़ रही है?"	آسمان میں 9 پتنگیں اُڑ رہی ہیں. اک ہوا کا جھکا 3 پتنگوں کو زمین پر گرا دیتا ہے. اب آسمان میں کتنی پتنگیں اُڑ رہی ہیں؟	5	6	7	8	kites	kites	kites	kites	9 - 3 = <6>	2	9	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	3	2	5	2	"अनम के पास 7 बिस्कुट है। वह उनमे से 2 खाती है। उसके पास कितनी बिस्कुट़ बची है?"	انم كے پاس 7 بسکٹ ہیں . وہ اس میں سے 2 کھا لیتی ہے. اب اسکے پاس کتنے بسکٹ بچے ہیں؟	3	4	5	6	biscuits	biscuits	biscuits	biscuits	7 - 2 = <5>	3	7	2	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	3	3	1	2	"5 एपल्स टेबल पर है। सलमान 2 एपल्स खाता है। टेबल पर कितने एपल्स बचे है?"	میز پر 5 سیب ہیں. سلمان 2 سیب کھاتا ہے. میز پر کتنے سیب باقی ہیں؟	2	3	4	5	apples	apples	apples	apples	5 - 2  = <3>	2	5	2	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	3	3	2	2	"हैना 8 रोटियाँ बनाती है। वह अपने भाई को 3 रोटियाँ देती है। उसके पास कितनी रोटियाँ बची है?"	حنا 8 روٹیاں بناتی ہیں . وہ اپنے کزن کو 3 روٹیاں دیتی ہے . اب اسکے پاس کتنی روٹیاں بچی ہیں ؟	8	7	6	5	rotis	rotis	rotis	rotis	8 - 3 = <5>	4	8	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	3	3	3	2	"मिल्ली के 9 कगन है। वह उनमे से 2 खो देती है। मिल्ली के पास अभ कितने कगन बचे है?"	مینا ز كے پاس 9 کنگن ہیں . وہ اس میں سے 2 کھو دیتی ہے . مینا ز كے پاس اب کتنے کنگن بچے ہیں ؟	9	7	5	3	bracelets	bracelets	bracelets	bracelets	9 - 2 = <7>	2	9	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	3	3	4	2	"आसमान मे 9 पतंगे उड़ रही है। एक हवा 3 पतंगों को जमीन पर गिरा देती है। कितनी पतंगे अभी भी आसमान मे उड़ रही है?"	آسمان میں 9 پتنگیں اُڑ رہی ہیں. اک ہوا کا جھکا 3 پتنگوں کو زمین پر گرا دیتا ہے. اب آسمان میں کتنی پتنگیں اُڑ رہی ہیں؟	5	6	7	8	kites	kites	kites	kites	9 - 3 = <6>	2	9	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	3	3	5	2	"अनम के पास 7 बिस्कुट है। वह उनमे से 2 खाती है। उसके पास कितनी बिस्कुट़ बची है?"	انم كے پاس 7 بسکٹ ہیں . وہ اس میں سے 2 کھا لیتی ہے. اب اسکے پاس کتنے بسکٹ بچے ہیں؟	3	4	5	6	biscuits	biscuits	biscuits	biscuits	7 - 2 = <5>	3	7	2	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	4	1	1	4	"6 पक्षी और 3 घोसले है। घोसलो की तुलना मे कितने अधिक पक्षी है"	6پرندے اور 3 گھوسلے ہیں. گھوسلوں کی تُلْنا  میں کتنے پرندے زیادہ ہیں؟	3	6	9	12	birds	birds	birds	birds	6 - 3 = <3>	1	6	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	4	1	2	4	"आमिना ने 4 ब्लॉक चलती है स्कूल के लिए। जाफ़री स्कूल के लिए 2 ब्लॉक चलता है। आमिना जाफ़री की तुलना मे स्कूल जाने के लिए और कितने ब्लॉक चलती है?"	آمنا اسکول جانے كے لیے 4 بلا ک چلتی ہے. زرینہ اسکول جانے كے لیے 2 بلا ک چلتی ہے. آمنا زرینہ کی تُلْنا میں کتنا بلا ک زیادہ چلتی ہے؟	2	4	6	8	blocks	blocks	blocks	blocks	4 - 2 = <2>	1	4	2	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	4	1	3	4	"लुसी 9 साल की है। उसकी बहन जूही 6 साल की है। लुसी अपनी बहन जूही से कितनी बड़ी है?"	آسمہ 9 سال کی ہے. اسکی بہن جوہی 6 سال کی ہے. آسمہ اپنی بہن جوہی سے کتنے سال بَڑی ہے؟	3	6	9	12	years	years	years	years	9 - 6  = <3>	1	9	6	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	4	1	4	4	"सलमान ने 7 बिस्कुट और जाफ़री ने 2 बिस्कुट खाई। सलमान की तुलना मे जाफ़री ने कितने कम बिस्कुट़ खाए?"	سام نے 7 بسکٹ اور زرینہ نے 2 بسکٹ کھاے۔ سام کی تُلْنا میں زرینہ نے کتنے بسکٹ کم کھاے؟	3	5	7	9	biscuits	biscuits	biscuits	biscuits	7 - 2 = <5>	2	7	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	4	1	5	4	"तालिब ने स्कूल के बगीचे मे 5 बीज लगाए। जाफ़री ने 8 बीज लगाए। तालिब ने जाफ़री की तुलना मे कितने कम बीज लगाए?"	طالب نے ایک اسکول کے باغ میں 5 بیج لگاۓ. زرینہ نے 8 بیج لگاۓ. طالب نے زرینہ کی تلنا میں کتنے کم بیج لگاۓ؟	3	5	8	10	seeds	seeds	seeds	seeds	8 - 5 = <3>	1	5	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	4	2	1	4	"5 कप और 7 प्लेटे है। कपो की तुलना मे कितनी अधिक प्लेटे है?"	 5کپ اور7 پلیٹیں ہیں. پلیٹیں کپ سے کتنی زیادہ ہیں؟	2	5	9	14	plates	plates	plates	plates	7 - 5 = <2>	1	5	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	4	2	2	4	"ख़ुश्बू के कल गणित के होमवर्क के 3 पृष्ठ थे। उसके पास आज गणित के होमवर्क के 9 पृष्ठ है। कल की तुलना मे ख़ुश्बू के आज और कितने पृष्ठ है"	کمکیمی كو کل ریاضی ہوم ورک کے 3 صفحات مکمّل کرنے تھے. آج ریاضی ہوم ورک کے 9 صفحات مکمّل کرنے ہیں. خشبو كو کل کی تلنا میں آج کتنے زیادہ صفحات مکمّل کرنے ہیں؟	3	6	9	12	pages	pages	pages	pages	9 - 3 = <6>	2	3	9	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	4	2	3	4	"आपके पास 7 गुब्बारे है और आपके मित्र के पास 5 गुब्बारे है। आपके मित्र के मुकाबले आपके पास कितने गुब्बारे ज़्यादा है?"	آپ کے پاس 7 غببارے ہیں اور آپ کے دوست کے پاس 5 غببارے ہیں.   آپ کے پاس دوست کے مقابلے میں کتنے زیادہ غببارے ہیں؟	2	5	7	9	balloons	balloons	balloons	balloons	7 - 5 = <2>	1	7	5	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	4	2	4	4	"तालिब ने स्कूल के बगीचे मे 5 बीज लगाए। जाफ़री ने 8 बीज लगाए। तालिब ने जाफ़री की तुलना मे कितने कम बीज लगाए?"	طالب نے ایک اسکول کے باغ میں 5 بیج لگاۓ. زرینہ نے 8 بیج لگاۓ. طالب نے زرینہ کی تلنا میں کتنے کم بیج لگاۓ؟	3	5	8	10	seeds	seeds	seeds	seeds	8 - 5 = <3>	1	5	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	4	2	5	4	"6 बीटल और 4 तितलिया है। बीटल की तुलना मे कितनी कम तितलिया है?"	کل 6 بھونرے اور 4 تتلیاں ہیں. بھونروں کے تلنا میں تتلیاں کتنی کم ہیں؟	2	4	6	8	butterflies	butterflies	butterflies	butterflies	6 - 4 = <2>	1	6	4	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	4	3	1	4	"आपके पास 7 गुब्बारे है और आपके मित्र के पास 5 गुब्बारे है। आपके मित्र के मुकाबले आपके पास कितने गुब्बारे ज़्यादा है?"	آپ کے پاس 7 غببارے ہیں اور آپ کے دوست کے پاس 5 غببارے ہیں.   آپ کے پاس دوست کے مقابلے میں کتنے زیادہ غببارے ہیں؟	2	5	7	9	balloons	balloons	balloons	balloons	7 - 5 = <2>	1	7	5	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
