#missing_number - questionoption1: 숫자 간 간격 / questionoption2: 괄호 위치(미지정 시 랜덤) / questionoption3: ascending, descending 지정 가능, 없으면 둘 중 하나 / answerpoint1: 시작 수 세팅 (10=10의 배수, 5=5의 배수..), 없으면 랜덤                                                                                         #operations_with_objects - questionoption2: regroupingtrue시 받아올림,받아내림 강제. regroupingfalse시 받아올림, 받아내림 없음. 없으면 둘 중 하나.                                                                                         #operations_without_objects - questionoption3: vertical시 세로 연산. horizontal시 가로 연산. 없으면 둘 중 하나.                                                                                         #biggest_and_smallest - questionoption1: biggest시 가장 큰 수. smallest시 가장 작은 수.                                                                                         #bigger_and_smaller - questionoption1: bigger시 더 큰 수. smaller시 더 작은 수. / questionoption2: image, number 지정, 없으면 둘 중 하나 / questionoption3: image의 경우 lineup을 기재하면 정렬됨                                                                                         #compare_number_magnitudes - questionoption1: ascending, descending 지정 가능, 없으면 둘 중 하나 / answeroption1: 숫자 간 간격 지정, 없으면 지정하지 않음.                                                                                         #shapes - questionoption1: 질문, 음성 파일 명과 일치해야 함 / answerrange: 항목 중 답변을 하나 선택. 이미지 파일 명과 일치해야 함 / answeroption1 항목 중 보기 선택. 이미지 파일 명과 일치해야 함"														
#level	worksheet	leveltypesequence	type	templatename	questionoption1	questionoption2	questionoption3	questionoption4	questionoption5	answer	answeroption1			
PostTest_1	1	1001, 1001, 1002, 1002, 1003, 1004, 1004, 1005, 1005, 1006												
			33001	bigger_and_smaller	bigger	number		Which is bigger?	 Which is bigger?	1~10				
			33002	bigger_and_smaller	smaller	number		Which is smaller?	Which is smaller?	1~10				
			33003	biggest_and_smallest	biggest	Which is the biggest?	Which is the biggest?			1~10				
			33004	biggest_and_smallest	smallest	Which is the smallest?	Which is the smallest?			1~10				
			33005	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			1~10				
PostTest_3	1	3001, 3002, 3003~3004, 3005, 3006, 3007~3008, 3009, 3010, 3011, 3012												
			3001	2digit_numbers	How many?					21~50				
			3002	recognize_number						21~50				
			3003	bigger_and_smaller	bigger	number		Which is bigger?	 Which is bigger?	1~20				
			3004	bigger_and_smaller	smaller	number		Which is smaller?	Which is smaller?	1~20				
			3005	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			1~10				
			3006	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			1~20				
			3007	biggest_and_smallest	biggest	Which is the biggest?	Which is the biggest?			1~20				
			3008	biggest_and_smallest	smallest	Which is the smallest?	Which is the smallest?			1~20				
			3009	missing_number_drag	1	3	ascending			1~10				
			3010	missing_number_drag	1	4	descending			1~10				
			3011	operations_with_objects	1~10+1~10=?	regroupingfalse				1~10				
			3012	operations_with_objects	1~10-1~10=?	regroupingfalse				1~10				
MiniTest_4_1	1	41001, 41002, 41003, 41004, 41005												
			41001	recognize_number						21~50				
			41002	number_identification						51~99				
			41003	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			1~20				
			41004	missing_number_drag	1	4	ascending			1~10				
			41005	bigger_and_smaller	bigger	number		Which is bigger?	 Which is bigger?	20~50				
MiniTest_4_2	1	42001, 42002, 42003, 42004, 42005~42008												
			42001	2digit_numbers	How many?					51~100				
			42002	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			1~20				
			42003	operations_with_objects	2~10-1~4=?					1~9				
			42004	operations_with_objects	2~10-5~9=?					1~9				
			42005	shapes	which	Which is a circle?	Which is a circle?			circle	circle,square,triangle,rectangle			
			42006	shapes	which	Which is a square?	Which is a square?			square	circle,square,triangle,rectangle			
			42007	shapes	which	Which is a triangle?	Which is a triangle?			triangle	circle,square,triangle,rectangle			
			42008	shapes	which	Which is a rectangle?	Which is a rectangle?			rectangle	circle,square,triangle,rectangle			
PostTest_4	1	4001, 4002, 4003, 4004~4005, 4006, 4007, 4008, 4009~4010, 4011~4014, 4015												
			4001	2digit_numbers	How many?					51~100				
			4002	number_identification						51~99				
			4003	use_magnitude_symbols	11~50	11~50	Fill in the blank.	 Fill in the blank.						
			4004	biggest_and_smallest	biggest	Which is the biggest?	Which is the biggest?			11~50				
			4005	biggest_and_smallest	smallest	Which is the smallest?	Which is the smallest?			11~50				
			4006	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			1~50				
			4007	missing_number_drag	1	4	descending			1~20				
			4008	missing_number_drag	2	3	ascending			1~20	2			
			4009	operations_with_objects	1~20+1~20=?	regroupingfalse				1~20				
			4010	operations_with_objects	1~20-1~20=?	regroupingfalse				1~20				
			4011	shapes	which	Which is a circle?	Which is a circle?			circle	circle,square,triangle,rectangle			
			4012	shapes	which	Which is a square?	Which is a square?			square	circle,square,triangle,rectangle			
			4013	shapes	which	Which is a triangle?	Which is a triangle?			triangle	circle,square,triangle,rectangle			
			4014	shapes	which	Which is a rectangle?	Which is a rectangle?			rectangle	circle,square,triangle,rectangle			
			4015	shapes	what	What is this shape?	What is this shape?			circle,square,triangle,rectangle	circle,square,triangle,rectangle			
MiniTest_5_1	1	51001, 51002, 51003, 51004, 51005												
			51001	operations_drag	1~9+1~9=?		horizontal			1~10				
			51002	operations_drag	1~10-1~9=?		horizontal			1~9				
			51003	operations_drag	10-1~9=?		horizontal			1~9				
			51004	biggest_and_smallest	biggest	Which is the biggest?	Which is the biggest?			11~50				
			51005	missing_number_drag	1	4	descending			1~20				
MiniTest_5_2	1	52001, 52002, 52003, 52004, 52005												
			52001	operations_drag	10+1~9=?		vertical			11~19				
			52002	operations_drag	11~20+1~10=?		vertical			11~19				
			52003	missing_number_drag	10	4	ascending			1~50	10			
			52004	operations_with_objects	1~9+1~9=?					10				
			52005	use_magnitude_symbols	11~50	11~50	Fill in the blank.	 Fill in the blank.						
MiniTest_5_3	1	53001, 53002, 53003, 53004, 53005												
			53001	operations_with_objects	1~9+1~9=?	regroupingtrue				1~20				
			53002	operations_with_objects	10-1~9=?	regroupingtrue				1~9				
			53003	operations_drag	11~20-1~10=?		vertical			10~20				
			53004	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			1~50				
			53005	shapes	what	What is this shape?	What is this shape?			pentagon,hexagon,parallelogram,trapezoid	pentagon,hexagon,parallelogram,trapezoid			
PostTest_5	1	5001, 5002~5003, 5004~5007, 5008~5010, 5011, 5012, 5013, 5014, 5015~5018, 5019												
			5001	recognize_number						51~100				
			5002	use_magnitude_symbols	41~50	41~50	Fill in the blank.	 Fill in the blank.						
			5003	use_magnitude_symbols	16~19	31~34	Fill in the blank.	 Fill in the blank.						
			5004	biggest_and_smallest	biggest	Which is the biggest?	Which is the biggest?			11~50				
			5005	biggest_and_smallest	smallest	Which is the smallest?	Which is the smallest?			11~50				
			5006	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			11~50				
			5007	compare_number_magnitudes	descending	Order the numbers from largest to smallest.	Order the numbers from largest to smallest.			11~50				
			5008	missing_number_drag	1	2	ascending			1~50				
			5009	missing_number_drag	5	3	ascending			1~50	5			
			5010	missing_number_drag	10	4	descending			1~50	10			
			5011	operations_with_objects	1~9+1~9=?	regroupingtrue				11~18				
			5012	operations_drag	1~9+1~9=?		vertical			10				
			5013	operations_drag	10+1~10=?		horizontal			11~19				
			5014	operations_drag	10-1~9=?		vertical			1~9				
			5015	shapes	which	Which is a pentagon?	Which is a pentagon?			pentagon	pentagon,hexagon,parallelogram,trapezoid			
			5016	shapes	which	Which is a hexagon?	Which is a hexagon?			hexagon	pentagon,hexagon,parallelogram,trapezoid			
			5017	shapes	which	Which is a parallelogram?	Which is a parallelogram?			parallelogram	pentagon,hexagon,parallelogram,trapezoid			
			5018	shapes	which	Which is a trapezoid?	Which is a trapezoid?			trapezoid	pentagon,hexagon,parallelogram,trapezoid			
			5019	shapes	what	What is this shape?	What is this shape?			cylinder,cube,sphere,cone	cylinder,cube,sphere,cone			
MiniTest_6_1	1	61001, 61002, 61003, 61004, 61005												
			61001	missing_number_drag	1	3	ascending			51~100				
			61002	missing_number_drag	10	4	ascending			51~100	10			
			61003	number_identification						51~100				
			61004	operations_with_objects	11~19+1~9=?	regroupingtrue				20				
			61005	operations_drag	1~9+1~9=?	regroupingtrue	vertical			10~19				
MiniTest_6_2	1	62001~62002, 62003, 62004, 62005, 62006												
			62001	biggest_and_smallest	biggest	Which is the biggest?	Which is the biggest?			51~100				
			62002	biggest_and_smallest	smallest	Which is the smallest?	Which is the smallest?			51~100				
			62003	use_magnitude_symbols	51~100	51~100	Fill in the blank.	 Fill in the blank.						
			62004	operations_drag	11~20-10=?		horizontal			1~10				
			62005	operations_drag	11~20-1~9=?	regroupingtrue	vertical			1~10				
			62006	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			51~99				
MiniTest_6_3	1	63001, 63002, 63003, 63004~63005, 63006												
			63001	missing_number_drag	10	3	descending			51~100	10			
			63002	operations_with_objects	11~20-1~9=?	regroupingtrue				1~20				
			63003	operations_drag	1~20+1~20=?	regroupingtrue	vertical			20				
			63004	operations_drag	20-1~9=?	regroupingtrue	vertical			11~19				
			63005	operations_drag	20-11~19=?	regroupingtrue	vertical			1~9				
			63006	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			71~99				
PostTest_6	1	6001, 6002, 6003, 6004~6005, 6006~6007, 6008~6009, 6010, 6011, 6012, 6013~6014												
			6001	recognize_number						51~100				
			6002	3digit_numbers	How many?					100~110				
			6003	use_magnitude_symbols	51~100	51~100	Fill in the blank.	 Fill in the blank.						
			6004	biggest_and_smallest	biggest	Which is the biggest?	Which is the biggest?			51~100				
			6005	biggest_and_smallest	smallest	Which is the smallest?	Which is the smallest?			51~100				
			6006	missing_number_drag	10	2	ascending			50~100	10			
			6007	missing_number_drag	5	2	ascending			51~100	5			
			6008	missing_number_drag	1	3	descending			51~100				
			6009	missing_number_drag	10	3	descending			51~100	10			
			6010	operations_with_objects	1~9+1~9=?	regroupingtrue				11~18				
			6011	operations_with_objects	11~20-1~9=?	regroupingtrue				2~19				
			6012	operations_drag	11~20-1~10=?	regroupingfalse	horizontal			1~10				
			6013	operations_drag	11~19+1~9=?	regroupingtrue	vertical			20				
			6014	operations_drag	20-1~9=?	regroupingtrue	vertical			11~19				
MiniTest_7_1	1	71001,71002, 71003, 71004, 71005												
			71001	missing_number_drag	3	4	ascending			1~20	3			
			71002	operations_with_objects	11~19-1~9=?	regroupingtrue				1~9				
			71003	operations_drag	1~10+1~10=?	regroupingtrue	vertical			10~20				
			71004	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			51~99				
			71005	word_problem	7 red apples and 2 green apples are in the basket. How many apples are in the basket?	7 red apples and 2 green apples are in the basket. How many apples are in the basket?				9				
MiniTest_7_2	1	72001, 72002, 72003, 72004, 72005												
			72001	missing_number_drag	2	4	descending			1~10	2			
			72002	operations_drag	11~19+11~19=?	regroupingfalse	horizontal			20~30				
			72003	operations_drag	20-1~10=?		horizontal			1~10				
			72004	compare_number_magnitudes	descending	Order the numbers from largest to smallest.	Order the numbers from largest to smallest.			51~99				
			72005	word_problem	Manish has 2 marbles. Lata has 3 more marbles than Manish. How many marbles does Lata have?	Manish has 2 marbles. Lata has 3 more marbles than Manish. How many marbles does Lata have?				5				
MiniTest_7_3	1	73001, 73002, 73003, 73004, 73005												
			73001	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			71~99				
			73002	missing_number_drag	2	3	descending			11~30	2			
			73003	operations_with_objects	11~19+11~19=?	regroupingtrue				20~40				
			73004	operations_drag	21~50-10~20=?	regroupingfalse	vertical			1~40				
			73005	word_problem	5 apples are on the table. Rehman eats 2 apples. How many apples are left on the table?	5 apples are on the table. Rehman eats 2 apples. How many apples are left on the table?				3				
PostTest_7	1	7001, 7002~7003, 7004, 7005, 7006~7007, 7008, 7009, 7010~7011, 7012, 7013												
			7001	use_magnitude_symbols	51~100	51~100	Fill in the blank.	 Fill in the blank.						
			7002	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			51~100				
			7003	compare_number_magnitudes	descending	Order the numbers from largest to smallest.	Order the numbers from largest to smallest.			51~100				
			7004	missing_number_drag	3	4	ascending			10~50	3			
			7005	missing_number_drag	5	3	descending			10~50	5			
			7006	operations_with_objects	11~19+1~9=?	regroupingtrue				20~30				
			7007	operations_with_objects	1~9+11~19=?	regroupingtrue				20~30				
			7008	operations_with_objects	11~19+11~19=?	regroupingtrue				20~40				
			7009	operations_drag	11~50-11~30=?	regroupingfalse	vertical			1~50				
			7010	word_problem	Radhika caught 5 fish in the morning. She caught 4 more fish in the afternoon. How many fish did Radhika catch in all?	Radhika caught 5 fish in the morning. She caught 4 more fish in the afternoon. How many fish did Radhika catch in all?				9				
			7011	word_problem	Ganesh has 4 stamps. Daanish has 5 more stamps than Ganesh. How many stamps does Daanish have?	Ganesh has 4 stamps. Daanish has 5 more stamps than Ganesh. How many stamps does Daanish have?				8				
			7012	word_problem	8 birds sat on a tree branch. Some flew away. Now there are 3 birds on the branch. How many birds flew away?	8 birds sat on a tree branch. Some flew away. Now there are 3 birds on the branch. How many birds flew away?				3				
			7013	word_problem	You have 7 balloons and your friend has 5 balloons. How many more balloons do you have than your friend?	You have 7 balloons and your friend has 5 balloons. How many more balloons do you have than your friend?				2				
MiniTest_8_1	1	81001, 81002, 81003, 81004, 81005												
			81001	use_magnitude_symbols	100, 200, 300, 400, 500, 600, 700, 800, 900	100, 200, 300, 400, 500, 600, 700, 800, 900	Fill in the blank.	 Fill in the blank.						
			81002	missing_number_drag	2	4	descending			50~100	2			
			81003	operations_drag	11~50+11~50=?	regroupingfalse	vertical			20~50				
			81004	operations_drag	11~50-11~50=?	regroupingfalse	vertical			20~50				
			81005	word_problem	There are 14 fish in a water tank. Lalita put 3 more fish into the tank. How many fish are there?	There are 14 fish in a water tank. Lalita put 3 more fish into the tank. How many fish are there?				17				
MiniTest_8_2	1	82001, 82002, 82003, 82004, 82005												
			82001	compare_number_magnitudes	descending	Order the numbers from largest to smallest.	Order the numbers from largest to smallest.			51~100				
			82002	missing_number_drag	1	4	ascending			100~500				
			82003	operations_drag	21~40+11~20=?	regroupingtrue	vertical			30~60				
			82004	word_problem	There are 10 plates at the dinner table. There are 5 more people than plates. How many people are at dinner?	There are 10 plates at the dinner table. There are 5 more people than plates. How many people are at dinner?				15				
			82005	word_problem	There are 12 cats on a fence. 1 cat jumps down off of the fence. How many cats are left on the fence?	There are 12 cats on a fence. 1 cat jumps down off of the fence. How many cats are left on the fence?				11				
MiniTest_8_3	1	83001, 83002, 83003, 83004, 83005												
			83001	missing_number_drag	100	2	ascending			100~900	100			
			83002	operations_drag	11~18-1~9=?	regroupingtrue	horizontal			1~9				
			83003	operations_drag	21~50-11~30=?	regroupingtrue	vertical			1~40				
			83004	word_problem	Aditi has 8 oranges and Mohit has 4 oranges. How many oranges do they have altogether?	Aditi has 8 oranges and Mohit has 4 oranges. How many oranges do they have altogether?				12				
			83005	word_problem	Dhiraj is 5 years old. Urvashi is 7 years older than Dhiraj. How old is Urvashi?	Dhiraj is 5 years old. Urvashi is 7 years older than Dhiraj. How old is Urvashi?				12				
PostTest_8	1	8001, 8002, 8003, 8004, 8005, 8006, 8007, 8008, 8009, 8010												
			8001	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			300~700				
			8002	missing_number_drag	1	3	ascending			200~999				
			8003	missing_number_drag	100	4	ascending			200~999	100			
			8004	missing_number_drag	100	4	descending			100~500	100			
			8005	operations_drag	11~50+11~20=?	regroupingtrue	vertical			1~50				
			8006	operations_drag	31~50-11~20=?	regroupingtrue	vertical			1~50				
			8007	word_problem	Deepesh has 6 books. Kartik has 2 books. How many books do they have in all?	Deepesh has 6 books. Kartik has 2 books. How many books do they have in all?				8				
			8008	word_problem	Arjun has 11 mangoes in a basket. Arjun gives 4 mangoes to his sister. How many mangoes are left in the basket?	Arjun has 11 mangoes in a basket. Arjun gives 4 mangoes to his sister. How many mangoes are left in the basket?				7				
			8009	word_problem	Arvind is 12 years old. His brother Deepesh is 8 years old. How much younger is Deepesh than Arvind?	Arvind is 12 years old. His brother Deepesh is 8 years old. How much younger is Deepesh than Arvind?				4				
			8010	word_problem	A farmer gathered 16 eggs. She used 4 eggs to make breakfast. How many eggs does she have left?	A farmer gathered 16 eggs. She used 4 eggs to make breakfast. How many eggs does she have left?				12				
MiniTest_9_1	1	91001~91003, 91004, 91005, 91006, 91007												
			91001	operations_drag	11~99+10, 20, 30, 40, 50, 60, 70, 70, 80=?		horizontal			1~100				
			91002	operations_drag	10, 20, 30, 40, 50, 60, 70, 80+11~99=?		horizontal			1~100				
			91003	operations_drag	10, 20, 30, 40, 50, 60, 70, 80, 90-5,10=?		horizontal			1~100				
			91004	operations_without_objects	2, 3, 4, 5x1~9=?		horizontal			2~45				
			91005	missing_number_drag	10	3	ascending			500~990	10			
			91006	word_problem	Prabha has 9 balloons. 6 are green and the rest are blue. How many balloons are blue?	Prabha has 9 balloons. 6 are green and the rest are blue. How many balloons are blue?				3				
			91007	shapes	what	What is this shape?	What is this shape?			circle,square,triangle,rectangle	circle,square,triangle,rectangle			
MiniTest_9_2	1	92001~92002, 92003, 92004, 92005, 92006												
			92001	missing_number_drag	1	4	descending			100~999				
			92002	missing_number_drag	5	3	ascending			100~999	5			
			92003	operations_drag	31~50+20~50=?	regroupingfalse	vertical			1~100				
			92004	operations_drag	10~99-10=?		vertical			1~90				
			92005	operations_without_objects	6, 7, 8, 9x1~9=?		horizontal			6~81				
			92006	word_problem	A farmer had 7 apple trees. She bought some more trees and now has 10 apple trees in her orchard. How many apple trees did she buy?	A farmer had 7 apple trees. She bought some more trees and now has 10 apple trees in her orchard. How many apple trees did she buy?				3				
MiniTest_9_3	1	93001, 93002, 93003, 93004, 93005												
			93001	operations_drag	11~30+20~70=?	regroupingtrue	vertical			1~99				
			93002	operations_drag	20~70-11~30=?	regroupingtrue	vertical			1~99				
			93003	missing_number_drag	10	4	descending			100~999	10			
			93004	word_problem	The tennis team has 12 players. 6 of the players are girls. Some are boys. How many tennis players are boys?	The tennis team has 12 players. 6 of the players are girls. Some are boys. How many tennis players are boys?				6				
			93005	shapes	what	What is this shape?	What is this shape?			pentagon,hexagon,parallelogram,trapezoid	pentagon,hexagon,parallelogram,trapezoid			
PostTest_9	1	9001, 9002, 9003, 9004, 9005, 9006, 9007, 9008, 9009, 9010												
			9001	operations_drag	20~70-11~30=?	regroupingtrue	vertical			1~100				
			9002	operations_drag	11~30+20~70=?	regroupingtrue	vertical			1~100				
			9003	missing_number_drag	5	4	descending			100~999	5			
			9004	missing_number_drag	3	3	ascending			1~20				
			9005	operations_without_objects	2~9x2~9=?		horizontal			4~81				
			9006	word_problem	Nakul has 4 marbles. Yamini gives Nakul some marbles and now he has 6 marbles in all. How many marbles did Yamini give Nakul?	Nakul has 4 marbles. Yamini gives Nakul some marbles and now he has 6 marbles in all. How many marbles did Yamini give Nakul?				2				
			9007	word_problem	I have 10 apples. I eat some apples. I have 4 apples left. How many apples did I eat?	I have 10 apples. I eat some apples. I have 4 apples left. How many apples did I eat?				6				
			9008	shapes	what	What is this shape?	What is this shape?			cylinder,cube,sphere,cone	cylinder,cube,sphere,cone			
			9009	word_problem	A bee has 6 legs. How many legs do 2 bees have?	A bee has 6 legs. How many legs do 2 bees have?				12				
			9010	word_problem	2 children share 8 sweets equally. How many sweets does each child get?	2 children share 8 sweets equally. How many sweets does each child get?				4				
SpecialTest_1	1	10001, 10002, 10003, 10004, 10005												
			10001	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			1~6	1			
			10002	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			5~10	1			
			10003	use_magnitude_symbols	1~10	1~10	Fill in the blank.	 Fill in the blank.			2			
			10004	compare_number_magnitudes	descending	Order the numbers from largest to smallest.	Order the numbers from largest to smallest.			1~6	1			
			10005	compare_number_magnitudes	descending	Order the numbers from largest to smallest.	Order the numbers from largest to smallest.			5~10	1			
SpecialTest_2	1	20001, 20002, 20003, 20004, 20005												
			20001	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			11~50				
			20002	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			51~99				
			20003	use_magnitude_symbols	11~50	11~50	Fill in the blank.	 Fill in the blank.						
			20004	use_magnitude_symbols	11~99	11~99	Fill in the blank.	 Fill in the blank.						
			20005	compare_number_magnitudes	descending	Order the numbers from largest to smallest.	Order the numbers from largest to smallest.			11~99				
SpecialTest_3	1	30001, 30002, 30003, 30004, 30005												
			30001	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			100~500				
			30002	compare_number_magnitudes	ascending	Order the numbers from smallest to largest.	Order the numbers from smallest to largest.			100~999				
			30003	compare_number_magnitudes	descending	Order the numbers from largest to smallest.	Order the numbers from largest to smallest.			100~500				
			30004	use_magnitude_symbols	100, 200, 300, 400, 500, 600, 700, 800, 900	100, 200, 300, 400, 500, 600, 700, 800, 900	Fill in the blank.	 Fill in the blank.						
			30005	use_magnitude_symbols	100~999	100~999	Fill in the blank.	 Fill in the blank.						
SpecialTest_4	1	40001, 40002, 40003, 40004, 40005												
			40001	missing_number_drag	1	4	ascending			1~10				
			40002	missing_number_drag	2	3	ascending			1~20	2			
			40003	missing_number_drag	1	2	ascending			1~20				
			40004	missing_number_drag	1	4	descending			1~20				
			40005	missing_number_drag	2	3	descending			1~20	2			
SpecialTest_5	1	50001, 50002, 50003, 50004, 50005												
			50001	missing_number_drag	1	4	ascending			21~99				
			50002	missing_number_drag	10	2	ascending			21~99	10			
			50003	missing_number_drag	5	3	ascending			21~99	5			
			50004	missing_number_drag	1	4	descending			21~99				
			50005	missing_number_drag	10	3	descending			21~99	10			
SpecialTest_6	1	60001, 60002, 60003, 60004, 60005												
			60001	missing_number_drag	5	4	ascending			100~999	5			
			60002	missing_number_drag	100	2	ascending			100~999	100			
			60003	missing_number_drag	10	3	ascending			100~999	10			
			60004	missing_number_drag	1	4	descending			100~999				
			60005	missing_number_drag	10	3	descending			100~999	10			
SpecialTest_7	1	70001, 70002, 70002~70003, 70003, 70004												
			70001	operations_with_objects	1~9+1~9=?		horizontal			1~9				
			70002	operations_with_objects	1~9+1~9=?		horizontal			1~9				
			70003	operations_drag	1~9+1~9=?		horizontal			1~9				
			70004	operations_drag	1~9+1~9=?		horizontal			10				
SpecialTest_8	1	80001, 80002, 80003, 80004, 80005												
			80001	operations_drag	10+1~9=?		horizontal			11~19				
			80002	operations_with_objects	11~18+1~8=?	regroupingfalse	horizontal			11~19				
			80003	operations_with_objects	1~8+11~18=?	regroupingfalse	horizontal			11~19				
			80004	operations_drag	11~18+1~8=?	regroupingfalse	horizontal			11~19				
			80005	operations_drag	1~8+11~18=?	regroupingfalse	horizontal			11~19				
SpecialTest_9	1	90001, 90002, 90003~90004, 90005~90006, 90007												
			90001	operations_with_objects	1~9+1~9=?	regroupingtrue	horizontal			11~19				
			90002	operations_drag	1~9+1~9=?	regroupingtrue	horizontal			11~19				
			90003	operations_with_objects	10~19+1~10=?		horizontal			20				
			90004	operations_with_objects	1~10+10~19=?		horizontal			20				
			90005	operations_drag	1~10+10~19=?		horizontal			20				
			90006	operations_drag	10~19+1~10=?		horizontal			20				
			90007	operations_drag	1~9+1~9=?	regroupingtrue	vertical			11~19				
SpecialTest_10	1	100001, 100002, 100003, 100004, 100005												
			100001	operations_drag	10,20,30,40,50,60,70,80,90+10,20,30,40,50,60,70,80,90=?	regroupingfalse	horizontal			30~90				
			100002	operations_drag	10,20,30,40,50,60,70,80,90+10~89=?	regroupingfalse	horizontal			20~99				
			100003	operations_drag	11~19+10~99=?	regroupingfalse	vertical			21~50				
			100004	operations_drag	11~99+10~99=?	regroupingfalse	vertical			21~99				
			100005	operations_drag	11~99+10~99=?	regroupingfalse	vertical			51~99				
SpecialTest_11	1	110001, 110002, 110003~110004, 110005, 110005												
			110001	operations_with_objects	11~19+11~19=?	regroupingtrue	vertical			20~40				
			110002	operations_drag	21~49+1~9=?	regroupingtrue	vertical			21~50				
			110003	operations_drag	11~29+11~29=?	regroupingtrue	vertical			40				
			110004	operations_drag	11~39+11~39=?	regroupingtrue	vertical			50				
			110005	operations_drag	11~39+11~39=?	regroupingtrue	vertical			21~50				
SpecialTest_12	1	120001, 120002, 120003, 120003, 120004												
			120001	operations_drag	10,20,30,40,50,60,70,80,90+10,20,30,40,50,60,70,80,90=?	regroupingtrue	horizontal			100				
			120002	operations_drag	11~89+11~89=?	regroupingtrue	vertical			100				
